datetime,Price,Volume,Settlement Period,hour,quarter,year,dayofyear,dayofmonth,weekofyear,SAP,EU_ETS,Gas,INDO
3/12/2023 5:30,45.13,564.5,12,5,1,2023,71,12,11,25.05,1.807779752,30.16477975,26832
3/12/2023 6:00,49.08,802.65,13,6,1,2023,71,12,11,25.05,1.807779752,30.16477975,30214
3/12/2023 6:30,47.2,822.05,14,6,1,2023,71,12,11,25.05,1.807779752,30.16477975,33105
3/12/2023 7:00,46.76,684.1,15,7,1,2023,71,12,11,25.05,1.807779752,30.16477975,36494
3/12/2023 7:30,49.97,848.45,16,7,1,2023,71,12,11,25.05,1.807779752,30.16477975,38166
3/12/2023 8:00,47.96,676.9,17,8,1,2023,71,12,11,25.05,1.807779752,30.16477975,39123
3/12/2023 8:30,46.27,688.95,18,8,1,2023,71,12,11,25.05,1.807779752,30.16477975,39457
3/12/2023 9:00,50.34,1192.45,19,9,1,2023,71,12,11,25.05,1.807779752,30.16477975,40353
3/12/2023 9:30,52.91,1290,20,9,1,2023,71,12,11,25.05,1.807779752,30.16477975,40642
3/12/2023 10:00,53.33,1112.6,21,10,1,2023,71,12,11,25.05,1.807779752,30.16477975,40734
3/12/2023 10:30,52.74,1346.2,22,10,1,2023,71,12,11,25.05,1.807779752,30.16477975,40739
3/12/2023 11:00,58.82,1428.1,23,11,1,2023,71,12,11,25.05,1.807779752,30.16477975,40827
3/12/2023 11:30,59.18,1563.1,24,11,1,2023,71,12,11,25.05,1.807779752,30.16477975,40946
3/12/2023 12:00,59.75,1536.6,25,12,1,2023,71,12,11,25.05,1.807779752,30.16477975,41267
3/12/2023 12:30,59.94,1539.35,26,12,1,2023,71,12,11,25.05,1.807779752,30.16477975,41147
3/12/2023 13:00,59.87,1360.75,27,13,1,2023,71,12,11,25.05,1.807779752,30.16477975,40998
3/12/2023 13:30,58.2,1382.5,28,13,1,2023,71,12,11,25.05,1.807779752,30.16477975,40865
3/12/2023 14:00,58.79,1604.1,29,14,1,2023,71,12,11,25.05,1.807779752,30.16477975,40828
3/12/2023 14:30,57.86,1568.6,30,14,1,2023,71,12,11,25.05,1.807779752,30.16477975,40618
3/12/2023 15:00,60.8,1293.15,31,15,1,2023,71,12,11,25.05,1.807779752,30.16477975,40628
3/12/2023 15:30,60.18,1248.4,32,15,1,2023,71,12,11,25.05,1.807779752,30.16477975,41300
3/12/2023 16:00,60.31,1850.45,33,16,1,2023,71,12,11,25.05,1.807779752,30.16477975,42138
3/12/2023 16:30,66.22,1818.8,34,16,1,2023,71,12,11,25.05,1.807779752,30.16477975,43063
3/12/2023 17:00,74.37,1717,35,17,1,2023,71,12,11,25.05,1.807779752,30.16477975,43888
3/12/2023 17:30,75.29,1692,36,17,1,2023,71,12,11,25.05,1.807779752,30.16477975,44380
3/12/2023 18:00,76.73,1629.85,37,18,1,2023,71,12,11,25.05,1.807779752,30.16477975,45226
3/12/2023 18:30,77.2,1647.8,38,18,1,2023,71,12,11,25.05,1.807779752,30.16477975,45418
3/12/2023 19:00,65.94,2106.3,39,19,1,2023,71,12,11,25.05,1.807779752,30.16477975,44658
3/12/2023 19:30,65.03,2344,40,19,1,2023,71,12,11,25.05,1.807779752,30.16477975,43383
3/12/2023 20:00,57.99,2594.1,41,20,1,2023,71,12,11,25.05,1.807779752,30.16477975,42237
3/12/2023 20:30,59.17,2455.6,42,20,1,2023,71,12,11,25.05,1.807779752,30.16477975,40466
3/12/2023 21:00,60.61,3332.7,43,21,1,2023,71,12,11,25.05,1.807779752,30.16477975,38563
3/12/2023 21:30,59.72,3219.05,44,21,1,2023,71,12,11,25.05,1.807779752,30.16477975,36326
3/12/2023 22:00,59.97,3214.05,45,22,1,2023,71,12,11,25.05,1.807779752,30.16477975,34106
3/12/2023 22:30,58.44,3512,46,22,1,2023,71,12,11,25.05,1.807779752,30.16477975,32022
3/12/2023 23:00,55.56,382.95,47,23,1,2023,71,12,11,25.05,1.807779752,30.16477975,29964
3/12/2023 23:30,50.96,193.25,48,23,1,2023,71,12,11,25.05,1.807779752,30.16477975,28698
3/13/2023 0:00,55.19,208.5,1,0,1,2023,72,13,11,23.3,1.859623926,28.46862393,28532
3/13/2023 0:30,64.72,236.5,2,0,1,2023,72,13,11,23.3,1.859623926,28.46862393,28910
3/13/2023 1:00,64.02,263.05,3,1,1,2023,72,13,11,23.3,1.859623926,28.46862393,28901
3/13/2023 1:30,53.1,259.55,4,1,1,2023,72,13,11,23.3,1.859623926,28.46862393,28173
3/13/2023 2:00,56.96,135.5,5,2,1,2023,72,13,11,23.3,1.859623926,28.46862393,27687
3/13/2023 2:30,53.94,272.35,6,2,1,2023,72,13,11,23.3,1.859623926,28.46862393,27466
3/13/2023 3:00,49.96,321.25,7,3,1,2023,72,13,11,23.3,1.859623926,28.46862393,27089
3/13/2023 3:30,49.17,251,8,3,1,2023,72,13,11,23.3,1.859623926,28.46862393,26709
3/13/2023 4:00,49.08,406,9,4,1,2023,72,13,11,23.3,1.859623926,28.46862393,26449
3/13/2023 4:30,49.29,293.5,10,4,1,2023,72,13,11,23.3,1.859623926,28.46862393,26583
3/13/2023 5:00,50.95,201.45,11,5,1,2023,72,13,11,23.3,1.859623926,28.46862393,27453
3/13/2023 5:30,51.14,474.85,12,5,1,2023,72,13,11,23.3,1.859623926,28.46862393,28980
3/13/2023 6:00,59.68,791.15,13,6,1,2023,72,13,11,23.3,1.859623926,28.46862393,32283
3/13/2023 6:30,56.81,1021.7,14,6,1,2023,72,13,11,23.3,1.859623926,28.46862393,35107
3/13/2023 7:00,52.5,429.5,15,7,1,2023,72,13,11,23.3,1.859623926,28.46862393,38144
3/13/2023 7:30,58.57,447.7,16,7,1,2023,72,13,11,23.3,1.859623926,28.46862393,39261
3/13/2023 8:00,71.59,493.6,17,8,1,2023,72,13,11,23.3,1.859623926,28.46862393,39284
3/13/2023 8:30,79.07,569.6,18,8,1,2023,72,13,11,23.3,1.859623926,28.46862393,38901
3/13/2023 9:00,81.44,776.9,19,9,1,2023,72,13,11,23.3,1.859623926,28.46862393,39201
3/13/2023 9:30,78.19,865.2,20,9,1,2023,72,13,11,23.3,1.859623926,28.46862393,38966
3/13/2023 10:00,73.32,1023.05,21,10,1,2023,72,13,11,23.3,1.859623926,28.46862393,38311
3/13/2023 10:30,70.06,972.7,22,10,1,2023,72,13,11,23.3,1.859623926,28.46862393,38001
3/13/2023 11:00,54.76,706.6,23,11,1,2023,72,13,11,23.3,1.859623926,28.46862393,37898
3/13/2023 11:30,54.48,720.65,24,11,1,2023,72,13,11,23.3,1.859623926,28.46862393,37963
3/13/2023 12:00,54.19,779.15,25,12,1,2023,72,13,11,23.3,1.859623926,28.46862393,38103
3/13/2023 12:30,54.66,736.05,26,12,1,2023,72,13,11,23.3,1.859623926,28.46862393,37876
3/13/2023 13:00,53.8,859.05,27,13,1,2023,72,13,11,23.3,1.859623926,28.46862393,37645
3/13/2023 13:30,53.84,853.45,28,13,1,2023,72,13,11,23.3,1.859623926,28.46862393,37147
3/13/2023 14:00,53.65,911.75,29,14,1,2023,72,13,11,23.3,1.859623926,28.46862393,36993
3/13/2023 14:30,53.75,824.95,30,14,1,2023,72,13,11,23.3,1.859623926,28.46862393,36649
3/13/2023 15:30,60.71,1309.65,32,15,1,2023,72,13,11,23.3,1.859623926,28.46862393,37718
3/13/2023 16:00,60.9,1336.1,33,16,1,2023,72,13,11,23.3,1.859623926,28.46862393,39067
3/13/2023 16:30,60.91,1451.6,34,16,1,2023,72,13,11,23.3,1.859623926,28.46862393,40670
3/13/2023 17:00,69.08,1668,35,17,1,2023,72,13,11,23.3,1.859623926,28.46862393,41979
3/13/2023 17:30,74.15,1437.75,36,17,1,2023,72,13,11,23.3,1.859623926,28.46862393,42823
3/13/2023 18:00,89.29,1499.15,37,18,1,2023,72,13,11,23.3,1.859623926,28.46862393,44340
3/13/2023 18:30,100.84,1307.05,38,18,1,2023,72,13,11,23.3,1.859623926,28.46862393,45139
3/13/2023 20:00,64.13,742.5,41,20,1,2023,72,13,11,23.3,1.859623926,28.46862393,42580
3/13/2023 21:00,57.56,1305,43,21,1,2023,72,13,11,23.3,1.859623926,28.46862393,38713
3/13/2023 21:30,57.38,1477.4,44,21,1,2023,72,13,11,23.3,1.859623926,28.46862393,36475
3/13/2023 22:00,55.52,1174.6,45,22,1,2023,72,13,11,23.3,1.859623926,28.46862393,33946
3/13/2023 22:30,52.11,1627.8,46,22,1,2023,72,13,11,23.3,1.859623926,28.46862393,31855
3/13/2023 23:00,63.72,575.2,47,23,1,2023,72,13,11,23.3,1.859623926,28.46862393,29718
3/13/2023 23:30,69.31,442.8,48,23,1,2023,72,13,11,23.3,1.859623926,28.46862393,28439
3/14/2023 0:00,65.44,378.85,1,0,1,2023,73,14,11,20.8,1.823230519,25.93323052,27966
3/14/2023 0:30,68.81,410,2,0,1,2023,73,14,11,20.8,1.823230519,25.93323052,28281
3/14/2023 1:00,54.54,250.4,3,1,1,2023,73,14,11,20.8,1.823230519,25.93323052,27963
3/14/2023 1:30,45.23,224.45,4,1,1,2023,73,14,11,20.8,1.823230519,25.93323052,27285
3/14/2023 2:00,44.99,438.15,5,2,1,2023,73,14,11,20.8,1.823230519,25.93323052,26683
3/14/2023 2:30,43.78,416.6,6,2,1,2023,73,14,11,20.8,1.823230519,25.93323052,26464
3/14/2023 3:00,46.28,797.5,7,3,1,2023,73,14,11,20.8,1.823230519,25.93323052,26073
3/14/2023 3:30,45.68,869.35,8,3,1,2023,73,14,11,20.8,1.823230519,25.93323052,25628
3/14/2023 4:00,46.16,783.05,9,4,1,2023,73,14,11,20.8,1.823230519,25.93323052,25207
3/14/2023 4:30,45.42,859.65,10,4,1,2023,73,14,11,20.8,1.823230519,25.93323052,25217
3/14/2023 5:00,45.37,454.65,11,5,1,2023,73,14,11,20.8,1.823230519,25.93323052,25910
3/14/2023 5:30,47.34,587.6,12,5,1,2023,73,14,11,20.8,1.823230519,25.93323052,27253
3/14/2023 6:00,58.95,727.5,13,6,1,2023,73,14,11,20.8,1.823230519,25.93323052,30308
3/14/2023 6:30,54.33,821.3,14,6,1,2023,73,14,11,20.8,1.823230519,25.93323052,32916
3/14/2023 7:00,59.39,435.4,15,7,1,2023,73,14,11,20.8,1.823230519,25.93323052,35791
3/14/2023 7:30,71.81,647.25,16,7,1,2023,73,14,11,20.8,1.823230519,25.93323052,37012
3/14/2023 8:00,68.34,529.15,17,8,1,2023,73,14,11,20.8,1.823230519,25.93323052,37270
3/14/2023 8:30,63.18,658.9,18,8,1,2023,73,14,11,20.8,1.823230519,25.93323052,36721
3/14/2023 9:00,56.2,884.5,19,9,1,2023,73,14,11,20.8,1.823230519,25.93323052,36584
3/14/2023 9:30,53.03,741.8,20,9,1,2023,73,14,11,20.8,1.823230519,25.93323052,35887
3/14/2023 10:00,49.07,991.75,21,10,1,2023,73,14,11,20.8,1.823230519,25.93323052,35090
3/14/2023 10:30,47.74,1426.05,22,10,1,2023,73,14,11,20.8,1.823230519,25.93323052,34706
3/14/2023 11:00,46.08,1838.2,23,11,1,2023,73,14,11,20.8,1.823230519,25.93323052,34023
3/14/2023 11:30,45.53,1717,24,11,1,2023,73,14,11,20.8,1.823230519,25.93323052,33843
3/14/2023 12:00,45.4,1796.2,25,12,1,2023,73,14,11,20.8,1.823230519,25.93323052,34062
3/14/2023 12:30,45.42,1821.45,26,12,1,2023,73,14,11,20.8,1.823230519,25.93323052,34031
3/14/2023 13:00,45.99,2383.25,27,13,1,2023,73,14,11,20.8,1.823230519,25.93323052,34327
3/14/2023 13:30,46.37,2400.5,28,13,1,2023,73,14,11,20.8,1.823230519,25.93323052,34477
3/14/2023 14:00,47.07,2465.5,29,14,1,2023,73,14,11,20.8,1.823230519,25.93323052,34573
3/14/2023 14:30,46.42,2497.25,30,14,1,2023,73,14,11,20.8,1.823230519,25.93323052,34740
3/14/2023 15:00,46.73,1074.5,31,15,1,2023,73,14,11,20.8,1.823230519,25.93323052,35120
3/14/2023 15:30,45.77,1300.85,32,15,1,2023,73,14,11,20.8,1.823230519,25.93323052,36055
3/14/2023 16:00,45.53,1578.3,33,16,1,2023,73,14,11,20.8,1.823230519,25.93323052,37360
3/14/2023 16:30,48.24,1240.7,34,16,1,2023,73,14,11,20.8,1.823230519,25.93323052,38532
3/14/2023 17:00,50.69,1454.45,35,17,1,2023,73,14,11,20.8,1.823230519,25.93323052,39502
3/14/2023 17:30,52.64,1293.15,36,17,1,2023,73,14,11,20.8,1.823230519,25.93323052,40216
3/14/2023 18:00,56.99,1171.95,37,18,1,2023,73,14,11,20.8,1.823230519,25.93323052,41509
3/14/2023 18:30,62.17,986.95,38,18,1,2023,73,14,11,20.8,1.823230519,25.93323052,41918
3/14/2023 19:00,55.6,1030.1,39,19,1,2023,73,14,11,20.8,1.823230519,25.93323052,41419
3/14/2023 19:30,49.45,857.25,40,19,1,2023,73,14,11,20.8,1.823230519,25.93323052,40348
3/14/2023 20:00,51.36,1093.25,41,20,1,2023,73,14,11,20.8,1.823230519,25.93323052,38734
3/14/2023 20:30,49.27,1270.25,42,20,1,2023,73,14,11,20.8,1.823230519,25.93323052,36765
3/14/2023 21:00,50.29,1415.05,43,21,1,2023,73,14,11,20.8,1.823230519,25.93323052,34876
3/14/2023 21:30,48.86,1388.5,44,21,1,2023,73,14,11,20.8,1.823230519,25.93323052,32700
3/14/2023 22:00,46.98,2159.85,45,22,1,2023,73,14,11,20.8,1.823230519,25.93323052,30401
3/14/2023 22:30,46.03,2082,46,22,1,2023,73,14,11,20.8,1.823230519,25.93323052,28524
3/14/2023 23:00,39,318.9,47,23,1,2023,73,14,11,20.8,1.823230519,25.93323052,26442
3/14/2023 23:30,42.02,430.5,48,23,1,2023,73,14,11,20.8,1.823230519,25.93323052,25296
3/15/2023 0:00,40.57,259.55,1,0,1,2023,74,15,11,22.56,1.819009058,27.68700906,24983
3/15/2023 0:30,43.61,332.85,2,0,1,2023,74,15,11,22.56,1.819009058,27.68700906,25409
3/15/2023 1:00,42.25,469.8,3,1,1,2023,74,15,11,22.56,1.819009058,27.68700906,25283
3/15/2023 1:30,41.87,358.95,4,1,1,2023,74,15,11,22.56,1.819009058,27.68700906,24728
3/15/2023 2:00,39.91,507.3,5,2,1,2023,74,15,11,22.56,1.819009058,27.68700906,24159
3/15/2023 2:30,39.86,575,6,2,1,2023,74,15,11,22.56,1.819009058,27.68700906,24026
3/15/2023 3:00,40.41,460.25,7,3,1,2023,74,15,11,22.56,1.819009058,27.68700906,23739
3/15/2023 3:30,37.27,447,8,3,1,2023,74,15,11,22.56,1.819009058,27.68700906,23251
3/15/2023 4:00,37.46,406.3,9,4,1,2023,74,15,11,22.56,1.819009058,27.68700906,23141
3/15/2023 4:30,37.5,542.8,10,4,1,2023,74,15,11,22.56,1.819009058,27.68700906,23406
3/15/2023 5:00,51.02,347.3,11,5,1,2023,74,15,11,22.56,1.819009058,27.68700906,24289
3/15/2023 5:30,53.5,379,12,5,1,2023,74,15,11,22.56,1.819009058,27.68700906,25575
3/15/2023 6:00,62.6,565.1,13,6,1,2023,74,15,11,22.56,1.819009058,27.68700906,28841
3/15/2023 6:30,50.86,973.75,14,6,1,2023,74,15,11,22.56,1.819009058,27.68700906,31755
3/15/2023 7:00,48.56,897.25,15,7,1,2023,74,15,11,22.56,1.819009058,27.68700906,34867
3/15/2023 7:30,50.04,678.35,16,7,1,2023,74,15,11,22.56,1.819009058,27.68700906,36434
3/15/2023 8:00,47.27,588.75,17,8,1,2023,74,15,11,22.56,1.819009058,27.68700906,37388
3/15/2023 8:30,45.22,1115.85,18,8,1,2023,74,15,11,22.56,1.819009058,27.68700906,37603
3/15/2023 9:00,48.35,954.45,19,9,1,2023,74,15,11,22.56,1.819009058,27.68700906,37922
3/15/2023 9:30,49.35,1099.05,20,9,1,2023,74,15,11,22.56,1.819009058,27.68700906,37711
3/15/2023 10:00,49.98,1030.25,21,10,1,2023,74,15,11,22.56,1.819009058,27.68700906,37612
3/15/2023 10:30,51.56,1195.25,22,10,1,2023,74,15,11,22.56,1.819009058,27.68700906,37457
3/15/2023 11:00,53.86,928.15,23,11,1,2023,74,15,11,22.56,1.819009058,27.68700906,37385
3/15/2023 11:30,52.72,928.75,24,11,1,2023,74,15,11,22.56,1.819009058,27.68700906,37192
3/15/2023 12:00,52.84,937.75,25,12,1,2023,74,15,11,22.56,1.819009058,27.68700906,37276
3/15/2023 12:30,52.59,1022,26,12,1,2023,74,15,11,22.56,1.819009058,27.68700906,37191
3/15/2023 13:00,55.58,916.5,27,13,1,2023,74,15,11,22.56,1.819009058,27.68700906,36918
3/15/2023 13:30,55.78,912.6,28,13,1,2023,74,15,11,22.56,1.819009058,27.68700906,36898
3/15/2023 14:00,55.41,827.55,29,14,1,2023,74,15,11,22.56,1.819009058,27.68700906,36853
3/15/2023 14:30,54.76,982.5,30,14,1,2023,74,15,11,22.56,1.819009058,27.68700906,36878
3/15/2023 15:00,61.6,1642.15,31,15,1,2023,74,15,11,22.56,1.819009058,27.68700906,36939
3/15/2023 15:30,61.77,1585.15,32,15,1,2023,74,15,11,22.56,1.819009058,27.68700906,37603
3/15/2023 16:00,61.8,1664.95,33,16,1,2023,74,15,11,22.56,1.819009058,27.68700906,38737
3/15/2023 16:30,61.76,1618,34,16,1,2023,74,15,11,22.56,1.819009058,27.68700906,39904
3/15/2023 17:00,74.45,1482.6,35,17,1,2023,74,15,11,22.56,1.819009058,27.68700906,40651
3/15/2023 17:30,78.18,1378.85,36,17,1,2023,74,15,11,22.56,1.819009058,27.68700906,41104
3/15/2023 18:00,79.22,1474.75,37,18,1,2023,74,15,11,22.56,1.819009058,27.68700906,42252
3/15/2023 18:30,79.97,1684.5,38,18,1,2023,74,15,11,22.56,1.819009058,27.68700906,42944
3/15/2023 19:00,80.23,1543.65,39,19,1,2023,74,15,11,22.56,1.819009058,27.68700906,42350
3/15/2023 19:30,76.16,1093.55,40,19,1,2023,74,15,11,22.56,1.819009058,27.68700906,41595
3/15/2023 20:00,64.42,1091.55,41,20,1,2023,74,15,11,22.56,1.819009058,27.68700906,40503
3/15/2023 20:30,62.84,1115.2,42,20,1,2023,74,15,11,22.56,1.819009058,27.68700906,38813
3/15/2023 21:00,57.09,1157.4,43,21,1,2023,74,15,11,22.56,1.819009058,27.68700906,36783
3/15/2023 21:30,55.5,1312.25,44,21,1,2023,74,15,11,22.56,1.819009058,27.68700906,34577
3/15/2023 22:00,53.84,1676.1,45,22,1,2023,74,15,11,22.56,1.819009058,27.68700906,32317
3/15/2023 22:30,52.97,2051.35,46,22,1,2023,74,15,11,22.56,1.819009058,27.68700906,30413
3/15/2023 23:00,52.08,258.75,47,23,1,2023,74,15,11,22.56,1.819009058,27.68700906,28424
3/15/2023 23:30,50.59,237.8,48,23,1,2023,74,15,11,22.56,1.819009058,27.68700906,27253
3/16/2023 0:00,52.04,196.25,1,0,1,2023,75,16,11,18.74,1.812614431,23.86761443,26859
3/16/2023 0:30,67.68,382.7,2,0,1,2023,75,16,11,18.74,1.812614431,23.86761443,27118
3/16/2023 1:00,60.88,390.6,3,1,1,2023,75,16,11,18.74,1.812614431,23.86761443,26951
3/16/2023 1:30,57.56,363.75,4,1,1,2023,75,16,11,18.74,1.812614431,23.86761443,26287
3/16/2023 2:00,52.47,374.2,5,2,1,2023,75,16,11,18.74,1.812614431,23.86761443,25602
3/16/2023 2:30,51.97,283.7,6,2,1,2023,75,16,11,18.74,1.812614431,23.86761443,25231
3/16/2023 3:00,50.51,456.5,7,3,1,2023,75,16,11,18.74,1.812614431,23.86761443,24874
3/16/2023 3:30,50.84,461.5,8,3,1,2023,75,16,11,18.74,1.812614431,23.86761443,24374
3/16/2023 4:00,50.1,472.8,9,4,1,2023,75,16,11,18.74,1.812614431,23.86761443,24203
3/16/2023 4:30,49.93,511.15,10,4,1,2023,75,16,11,18.74,1.812614431,23.86761443,24175
3/16/2023 5:00,51.57,308.15,11,5,1,2023,75,16,11,18.74,1.812614431,23.86761443,24881
3/16/2023 5:30,53.27,394.85,12,5,1,2023,75,16,11,18.74,1.812614431,23.86761443,26326
3/16/2023 6:00,62.71,729,13,6,1,2023,75,16,11,18.74,1.812614431,23.86761443,29278
3/16/2023 6:30,49.49,718.95,14,6,1,2023,75,16,11,18.74,1.812614431,23.86761443,32170
3/16/2023 7:00,56.5,1142.5,15,7,1,2023,75,16,11,18.74,1.812614431,23.86761443,35042
3/16/2023 7:30,61.59,894.65,16,7,1,2023,75,16,11,18.74,1.812614431,23.86761443,36200
3/16/2023 8:00,60.75,962.3,17,8,1,2023,75,16,11,18.74,1.812614431,23.86761443,36615
3/16/2023 8:30,60.34,980.55,18,8,1,2023,75,16,11,18.74,1.812614431,23.86761443,36322
3/16/2023 9:00,62.23,1324.65,19,9,1,2023,75,16,11,18.74,1.812614431,23.86761443,36433
3/16/2023 9:30,61.56,1197.7,20,9,1,2023,75,16,11,18.74,1.812614431,23.86761443,35961
3/16/2023 10:00,59.67,1328.1,21,10,1,2023,75,16,11,18.74,1.812614431,23.86761443,35623
3/16/2023 10:30,56.94,1578.4,22,10,1,2023,75,16,11,18.74,1.812614431,23.86761443,35358
3/16/2023 11:00,49.08,1067.7,23,11,1,2023,75,16,11,18.74,1.812614431,23.86761443,35112
3/16/2023 11:30,49.11,1229.4,24,11,1,2023,75,16,11,18.74,1.812614431,23.86761443,35165
3/16/2023 12:00,48.95,1098.6,25,12,1,2023,75,16,11,18.74,1.812614431,23.86761443,35313
3/16/2023 12:30,49.13,1157.9,26,12,1,2023,75,16,11,18.74,1.812614431,23.86761443,34935
3/16/2023 13:00,49.62,1183.9,27,13,1,2023,75,16,11,18.74,1.812614431,23.86761443,34470
3/16/2023 13:30,49.61,1172.2,28,13,1,2023,75,16,11,18.74,1.812614431,23.86761443,34307
3/16/2023 14:00,49.32,1314.2,29,14,1,2023,75,16,11,18.74,1.812614431,23.86761443,34211
3/16/2023 14:30,48.9,1353.65,30,14,1,2023,75,16,11,18.74,1.812614431,23.86761443,34055
3/16/2023 15:00,56.16,1163,31,15,1,2023,75,16,11,18.74,1.812614431,23.86761443,34006
3/16/2023 15:30,56.79,1201.1,32,15,1,2023,75,16,11,18.74,1.812614431,23.86761443,34548
3/16/2023 16:00,56.53,1490.2,33,16,1,2023,75,16,11,18.74,1.812614431,23.86761443,35457
3/16/2023 16:30,62.22,1409.25,34,16,1,2023,75,16,11,18.74,1.812614431,23.86761443,36398
3/16/2023 17:00,67.24,1980.55,35,17,1,2023,75,16,11,18.74,1.812614431,23.86761443,37233
3/16/2023 17:30,76.51,1798.6,36,17,1,2023,75,16,11,18.74,1.812614431,23.86761443,38152
3/16/2023 18:00,76.84,1942.8,37,18,1,2023,75,16,11,18.74,1.812614431,23.86761443,39727
3/16/2023 18:30,83.2,2147.6,38,18,1,2023,75,16,11,18.74,1.812614431,23.86761443,40549
3/16/2023 19:00,81.55,1690.45,39,19,1,2023,75,16,11,18.74,1.812614431,23.86761443,40097
3/16/2023 19:30,68.76,1207.5,40,19,1,2023,75,16,11,18.74,1.812614431,23.86761443,39118
3/16/2023 20:00,62.45,1417.1,41,20,1,2023,75,16,11,18.74,1.812614431,23.86761443,37830
3/16/2023 20:30,59.1,1451.6,42,20,1,2023,75,16,11,18.74,1.812614431,23.86761443,36206
3/16/2023 21:00,51.22,1833,43,21,1,2023,75,16,11,18.74,1.812614431,23.86761443,34415
3/16/2023 21:30,51.04,1573.2,44,21,1,2023,75,16,11,18.74,1.812614431,23.86761443,32627
3/16/2023 22:00,50.47,1624.9,45,22,1,2023,75,16,11,18.74,1.812614431,23.86761443,30849
3/16/2023 22:30,49.04,2232.95,46,22,1,2023,75,16,11,18.74,1.812614431,23.86761443,29202
3/16/2023 23:00,53.27,745.1,47,23,1,2023,75,16,11,18.74,1.812614431,23.86761443,27517
3/16/2023 23:30,51.96,751.05,48,23,1,2023,75,16,11,18.74,1.812614431,23.86761443,26391
3/17/2023 0:00,54.66,693.75,1,0,1,2023,76,17,11,18.88,1.812614431,24.00561443,26139
3/17/2023 0:30,54.54,629.95,2,0,1,2023,76,17,11,18.88,1.812614431,24.00561443,26310
3/17/2023 1:00,53.36,516.75,3,1,1,2023,76,17,11,18.88,1.812614431,24.00561443,25771
3/17/2023 1:30,50.25,479.55,4,1,1,2023,76,17,11,18.88,1.812614431,24.00561443,25100
3/17/2023 2:00,49.03,501.65,5,2,1,2023,76,17,11,18.88,1.812614431,24.00561443,24322
3/17/2023 2:30,47.4,500.1,6,2,1,2023,76,17,11,18.88,1.812614431,24.00561443,24068
3/17/2023 3:00,39.51,514.2,7,3,1,2023,76,17,11,18.88,1.812614431,24.00561443,23596
3/17/2023 3:30,37.66,410.7,8,3,1,2023,76,17,11,18.88,1.812614431,24.00561443,23104
3/17/2023 4:00,37.81,518.85,9,4,1,2023,76,17,11,18.88,1.812614431,24.00561443,22834
3/17/2023 4:30,37.39,560.05,10,4,1,2023,76,17,11,18.88,1.812614431,24.00561443,22636
3/17/2023 5:00,40.85,532.65,11,5,1,2023,76,17,11,18.88,1.812614431,24.00561443,22760
3/17/2023 5:30,42.88,430.55,12,5,1,2023,76,17,11,18.88,1.812614431,24.00561443,23420
3/17/2023 6:00,49.46,750.45,13,6,1,2023,76,17,11,18.88,1.812614431,24.00561443,24775
3/17/2023 6:30,43.86,698.8,14,6,1,2023,76,17,11,18.88,1.812614431,24.00561443,25841
3/17/2023 7:00,44.07,883.1,15,7,1,2023,76,17,11,18.88,1.812614431,24.00561443,27834
3/17/2023 7:30,42.06,655.1,16,7,1,2023,76,17,11,18.88,1.812614431,24.00561443,29393
3/17/2023 8:00,41.01,809.5,17,8,1,2023,76,17,11,18.88,1.812614431,24.00561443,31535
3/17/2023 8:30,43.33,843.5,18,8,1,2023,76,17,11,18.88,1.812614431,24.00561443,33365
3/17/2023 9:00,44.13,905.5,19,9,1,2023,76,17,11,18.88,1.812614431,24.00561443,34726
3/17/2023 9:30,47.83,881.7,20,9,1,2023,76,17,11,18.88,1.812614431,24.00561443,35106
3/17/2023 10:00,48.06,898,21,10,1,2023,76,17,11,18.88,1.812614431,24.00561443,35272
3/17/2023 10:30,47.52,1034.5,22,10,1,2023,76,17,11,18.88,1.812614431,24.00561443,35405
3/17/2023 11:00,48.95,777.95,23,11,1,2023,76,17,11,18.88,1.812614431,24.00561443,35703
3/17/2023 11:30,46.63,775.65,24,11,1,2023,76,17,11,18.88,1.812614431,24.00561443,35785
3/17/2023 12:00,46.84,868.6,25,12,1,2023,76,17,11,18.88,1.812614431,24.00561443,35848
3/17/2023 12:30,46.75,867.9,26,12,1,2023,76,17,11,18.88,1.812614431,24.00561443,35717
3/17/2023 13:00,48.03,1005.15,27,13,1,2023,76,17,11,18.88,1.812614431,24.00561443,35779
3/17/2023 13:30,48.43,1015.5,28,13,1,2023,76,17,11,18.88,1.812614431,24.00561443,35559
3/17/2023 14:00,48.15,1108.4,29,14,1,2023,76,17,11,18.88,1.812614431,24.00561443,35334
3/17/2023 14:30,47.3,1172.5,30,14,1,2023,76,17,11,18.88,1.812614431,24.00561443,35452
3/17/2023 15:00,48.66,1004.5,31,15,1,2023,76,17,11,18.88,1.812614431,24.00561443,35460
3/17/2023 15:30,46.88,954.5,32,15,1,2023,76,17,11,18.88,1.812614431,24.00561443,35939
3/17/2023 16:00,47.58,898.25,33,16,1,2023,76,17,11,18.88,1.812614431,24.00561443,36477
3/17/2023 16:30,48.03,994,34,16,1,2023,76,17,11,18.88,1.812614431,24.00561443,37511
3/17/2023 17:00,54.1,1069.9,35,17,1,2023,76,17,11,18.88,1.812614431,24.00561443,38860
3/17/2023 17:30,57.52,960.35,36,17,1,2023,76,17,11,18.88,1.812614431,24.00561443,39397
